ID de Producto;Color;Talla;Cantidad;Fecha
4;VERDE;S;15;02/01/2018
3;VERDE;L;7;02/01/2018
2;ROJO;S;8;02/01/2018
5;PLOMO;M;3;02/01/2018
1;VERDE;M;12;02/01/2018
5;ROJO;S;12;02/01/2018
5;ROJO;M;9;02/01/2018
2;VERDE;S;12;02/01/2018
1;PLOMO;M;2;02/01/2018
2;PLOMO;S;3;02/01/2018
4;AZUL;S;3;02/01/2018
4;PLOMO;M;3;03/01/2018
1;ROJO;M;10;03/01/2018
3;VERDE;L;14;03/01/2018
2;ROJO;L;16;03/01/2018
1;BLANCO;L;1;03/01/2018
3;BLANCO;M;3;03/01/2018
4;NEGRO;M;1;03/01/2018
4;NEGRO;S;3;03/01/2018
1;PLOMO;S;1;03/01/2018
5;NEGRO;M;1;03/01/2018
4;AZUL;M;2;03/01/2018
5;BLANCO;M;1;03/01/2018
1;VERDE;M;8;03/01/2018
2;BLANCO;S;3;03/01/2018
1;VERDE;L;12;03/01/2018
4;BLANCO;L;2;03/01/2018
3;ROJO;M;13;03/01/2018
1;ROJO;M;11;03/01/2018
4;ROJO;L;11;03/01/2018
4;PLOMO;S;1;03/01/2018
3;BLANCO;L;3;03/01/2018
5;AZUL;L;2;03/01/2018
1;VERDE;M;14;03/01/2018
3;ROJO;S;13;03/01/2018
4;PLOMO;M;1;03/01/2018
3;PLOMO;M;2;03/01/2018
2;BLANCO;M;3;03/01/2018
3;BLANCO;L;1;03/01/2018
5;PLOMO;S;3;03/01/2018
5;PLOMO;M;1;03/01/2018
3;ROJO;M;10;03/01/2018
1;PLOMO;L;1;03/01/2018
1;PLOMO;S;2;03/01/2018
5;ROJO;L;8;03/01/2018
1;BLANCO;S;2;03/01/2018
1;PLOMO;M;1;03/01/2018
3;BLANCO;L;3;03/01/2018
1;PLOMO;L;1;03/01/2018
4;AZUL;M;1;03/01/2018
5;PLOMO;L;3;03/01/2018
2;NEGRO;M;1;03/01/2018
2;ROJO;M;13;03/01/2018
4;ROJO;L;11;03/01/2018
2;PLOMO;L;3;03/01/2018
4;ROJO;M;14;03/01/2018
2;ROJO;S;12;03/01/2018
1;NEGRO;M;2;03/01/2018
3;NEGRO;M;2;03/01/2018
5;NEGRO;L;1;03/01/2018
1;ROJO;M;8;03/01/2018
5;AZUL;L;3;03/01/2018
3;NEGRO;L;2;03/01/2018
5;NEGRO;M;1;03/01/2018
2;BLANCO;L;3;03/01/2018
1;BLANCO;S;2;03/01/2018
1;VERDE;M;11;03/01/2018
4;AZUL;L;1;03/01/2018
1;AZUL;M;2;03/01/2018
5;AZUL;S;2;03/01/2018
3;PLOMO;L;2;03/01/2018
4;VERDE;S;13;03/01/2018
2;NEGRO;M;1;03/01/2018
4;PLOMO;S;1;03/01/2018
1;PLOMO;L;3;03/01/2018
4;PLOMO;S;1;03/01/2018
1;AZUL;S;3;03/01/2018
5;BLANCO;M;2;03/01/2018
5;BLANCO;S;2;03/01/2018
4;BLANCO;L;3;03/01/2018
4;PLOMO;L;3;03/01/2018
3;AZUL;L;3;03/01/2018
4;AZUL;L;3;03/01/2018
4;AZUL;M;2;03/01/2018
1;PLOMO;L;3;04/01/2018
5;PLOMO;S;2;04/01/2018
5;PLOMO;L;1;04/01/2018
1;PLOMO;M;1;04/01/2018
4;PLOMO;L;2;04/01/2018
5;BLANCO;M;3;04/01/2018
2;BLANCO;M;3;04/01/2018
2;AZUL;M;3;04/01/2018
2;NEGRO;M;1;04/01/2018
4;AZUL;M;2;04/01/2018
1;PLOMO;S;1;04/01/2018
3;BLANCO;M;1;04/01/2018
5;VERDE;S;15;04/01/2018
5;NEGRO;M;2;04/01/2018
2;BLANCO;L;2;04/01/2018
2;AZUL;L;1;04/01/2018
5;NEGRO;M;3;04/01/2018
2;AZUL;M;1;04/01/2018
3;VERDE;M;6;04/01/2018
3;VERDE;S;11;04/01/2018
2;NEGRO;M;1;04/01/2018
2;ROJO;S;11;04/01/2018
1;ROJO;L;9;04/01/2018
2;VERDE;M;12;04/01/2018
3;AZUL;L;2;04/01/2018
4;BLANCO;S;1;04/01/2018
5;AZUL;M;2;04/01/2018
2;VERDE;S;13;04/01/2018
3;NEGRO;L;1;04/01/2018
4;ROJO;S;14;04/01/2018
4;ROJO;S;13;04/01/2018
3;BLANCO;S;2;04/01/2018
2;VERDE;M;12;04/01/2018
5;ROJO;S;14;04/01/2018
5;NEGRO;M;1;04/01/2018
5;BLANCO;M;3;04/01/2018
3;NEGRO;S;2;04/01/2018
3;AZUL;S;2;04/01/2018
2;ROJO;S;13;04/01/2018
3;AZUL;M;2;04/01/2018
1;BLANCO;S;3;04/01/2018
5;PLOMO;M;2;04/01/2018
4;VERDE;M;12;04/01/2018
3;ROJO;S;12;04/01/2018
2;AZUL;L;1;04/01/2018
2;PLOMO;L;3;04/01/2018
4;PLOMO;M;3;04/01/2018
5;AZUL;M;3;04/01/2018
2;ROJO;S;14;04/01/2018
3;BLANCO;S;1;04/01/2018
4;AZUL;S;2;04/01/2018
4;AZUL;L;1;04/01/2018
5;NEGRO;S;3;04/01/2018
4;VERDE;L;9;04/01/2018
4;BLANCO;L;1;04/01/2018
1;NEGRO;M;1;04/01/2018
1;NEGRO;M;3;04/01/2018
4;PLOMO;L;2;04/01/2018
4;AZUL;S;1;04/01/2018
5;NEGRO;L;1;04/01/2018
2;NEGRO;S;1;04/01/2018
1;AZUL;S;1;04/01/2018
5;NEGRO;S;2;04/01/2018
2;BLANCO;S;1;04/01/2018
1;AZUL;L;1;04/01/2018
1;NEGRO;L;2;04/01/2018
3;VERDE;L;14;04/01/2018
3;BLANCO;M;3;04/01/2018
3;BLANCO;M;1;04/01/2018
3;AZUL;L;3;04/01/2018
5;NEGRO;L;3;04/01/2018
1;PLOMO;M;1;04/01/2018
1;NEGRO;L;3;04/01/2018
5;VERDE;M;12;04/01/2018
5;NEGRO;L;3;04/01/2018
2;BLANCO;L;1;04/01/2018
2;ROJO;M;13;04/01/2018
2;BLANCO;M;2;04/01/2018
1;PLOMO;S;3;04/01/2018
1;NEGRO;M;3;04/01/2018
2;AZUL;M;3;04/01/2018
3;BLANCO;M;2;04/01/2018
1;PLOMO;M;1;04/01/2018
5;ROJO;S;17;04/01/2018
1;BLANCO;S;1;04/01/2018
1;ROJO;S;8;04/01/2018
3;AZUL;M;1;04/01/2018
4;VERDE;L;12;05/01/2018
5;NEGRO;L;1;05/01/2018
4;AZUL;S;1;05/01/2018
5;PLOMO;L;2;05/01/2018
3;BLANCO;S;3;05/01/2018
1;PLOMO;S;2;05/01/2018
2;ROJO;S;9;05/01/2018
5;NEGRO;S;3;05/01/2018
2;VERDE;M;16;05/01/2018
5;VERDE;L;17;05/01/2018
1;NEGRO;L;3;05/01/2018
3;ROJO;L;13;05/01/2018
5;VERDE;L;12;05/01/2018
4;ROJO;L;14;05/01/2018
1;VERDE;M;16;05/01/2018
3;BLANCO;L;2;05/01/2018
2;PLOMO;S;3;05/01/2018
3;NEGRO;M;2;05/01/2018
5;ROJO;M;13;05/01/2018
4;BLANCO;S;1;05/01/2018
4;VERDE;L;17;05/01/2018
2;BLANCO;L;3;05/01/2018
4;BLANCO;L;2;05/01/2018
4;AZUL;L;3;05/01/2018
2;AZUL;L;2;05/01/2018
5;AZUL;S;3;05/01/2018
5;ROJO;L;6;05/01/2018
1;BLANCO;M;2;05/01/2018
1;NEGRO;S;3;05/01/2018
3;BLANCO;M;2;05/01/2018
4;BLANCO;L;1;05/01/2018
2;VERDE;S;12;05/01/2018
3;BLANCO;M;3;05/01/2018
1;ROJO;M;12;05/01/2018
3;AZUL;S;3;05/01/2018
2;AZUL;M;3;05/01/2018
5;VERDE;L;12;05/01/2018
3;PLOMO;L;2;05/01/2018
1;ROJO;M;17;05/01/2018
4;PLOMO;L;2;05/01/2018
5;ROJO;L;11;05/01/2018
2;AZUL;M;2;05/01/2018
4;AZUL;S;3;05/01/2018
3;VERDE;L;15;05/01/2018
1;ROJO;L;9;05/01/2018
5;ROJO;S;10;05/01/2018
5;BLANCO;M;3;05/01/2018
4;NEGRO;M;1;05/01/2018
3;BLANCO;L;1;05/01/2018
1;PLOMO;S;1;05/01/2018
5;VERDE;M;16;05/01/2018
4;VERDE;M;11;05/01/2018
1;NEGRO;L;1;05/01/2018
4;VERDE;S;11;05/01/2018
3;AZUL;M;1;05/01/2018
3;PLOMO;S;1;05/01/2018
2;BLANCO;M;1;05/01/2018
3;ROJO;M;15;05/01/2018
2;PLOMO;M;2;05/01/2018
3;VERDE;L;14;05/01/2018
1;NEGRO;M;1;05/01/2018
3;BLANCO;S;2;05/01/2018
3;BLANCO;L;3;05/01/2018
2;AZUL;S;1;05/01/2018
2;BLANCO;L;1;05/01/2018
5;NEGRO;L;3;05/01/2018
2;ROJO;M;12;05/01/2018
5;ROJO;L;12;05/01/2018
3;BLANCO;L;1;05/01/2018
5;NEGRO;L;2;05/01/2018
4;AZUL;S;2;05/01/2018
2;AZUL;L;2;05/01/2018
3;AZUL;S;2;05/01/2018
2;BLANCO;L;2;05/01/2018
5;AZUL;L;2;05/01/2018
2;ROJO;L;13;05/01/2018
3;BLANCO;M;1;05/01/2018
4;NEGRO;M;2;05/01/2018
5;BLANCO;S;3;05/01/2018
4;NEGRO;L;3;06/01/2018
2;NEGRO;L;2;06/01/2018
2;BLANCO;M;3;06/01/2018
3;PLOMO;M;1;06/01/2018
4;VERDE;M;1;06/01/2018
3;BLANCO;S;1;06/01/2018
2;NEGRO;S;1;06/01/2018
5;BLANCO;M;2;06/01/2018
4;ROJO;M;1;06/01/2018
1;BLANCO;M;2;06/01/2018
5;AZUL;S;2;06/01/2018
4;NEGRO;L;2;06/01/2018
3;AZUL;L;3;06/01/2018
2;BLANCO;L;1;06/01/2018
5;ROJO;M;1;06/01/2018
3;PLOMO;S;1;06/01/2018
3;VERDE;L;3;06/01/2018
5;NEGRO;S;1;06/01/2018
4;BLANCO;L;2;06/01/2018
4;PLOMO;L;1;06/01/2018
2;PLOMO;M;3;06/01/2018
4;PLOMO;L;3;06/01/2018
4;PLOMO;S;1;06/01/2018
2;VERDE;M;3;06/01/2018
1;BLANCO;S;1;06/01/2018
3;BLANCO;M;1;06/01/2018
4;ROJO;M;3;06/01/2018
1;AZUL;S;2;06/01/2018
3;PLOMO;S;2;06/01/2018
2;AZUL;L;3;06/01/2018
2;NEGRO;L;1;06/01/2018
5;VERDE;L;3;06/01/2018
3;AZUL;S;3;06/01/2018
1;NEGRO;M;3;06/01/2018
1;NEGRO;L;3;06/01/2018
5;BLANCO;S;2;06/01/2018
1;PLOMO;S;1;06/01/2018
1;BLANCO;M;3;06/01/2018
5;PLOMO;M;2;06/01/2018
1;BLANCO;M;3;06/01/2018
2;ROJO;M;2;06/01/2018
4;PLOMO;S;1;06/01/2018
3;AZUL;S;3;06/01/2018
4;PLOMO;S;2;06/01/2018
1;AZUL;L;2;06/01/2018
4;BLANCO;M;3;06/01/2018
3;BLANCO;S;2;06/01/2018
2;BLANCO;M;1;06/01/2018
3;ROJO;M;2;06/01/2018
3;ROJO;L;2;06/01/2018
5;PLOMO;S;3;06/01/2018
3;BLANCO;S;3;06/01/2018
2;NEGRO;S;1;06/01/2018
4;NEGRO;L;2;06/01/2018
3;ROJO;S;1;06/01/2018
2;VERDE;S;3;06/01/2018
5;NEGRO;L;1;06/01/2018
2;PLOMO;S;1;06/01/2018
4;BLANCO;L;3;06/01/2018
3;BLANCO;M;1;06/01/2018
4;PLOMO;L;1;06/01/2018
3;ROJO;L;2;06/01/2018
4;NEGRO;M;2;06/01/2018
5;ROJO;L;1;06/01/2018
5;VERDE;L;2;06/01/2018
5;VERDE;S;1;06/01/2018
2;VERDE;S;2;06/01/2018
1;AZUL;L;3;06/01/2018
2;PLOMO;L;1;06/01/2018
1;VERDE;L;1;06/01/2018
1;AZUL;L;1;06/01/2018
4;AZUL;L;1;07/01/2018
4;VERDE;L;2;07/01/2018
4;ROJO;S;2;07/01/2018
5;AZUL;S;1;07/01/2018
3;VERDE;S;1;07/01/2018
4;BLANCO;L;3;07/01/2018
4;PLOMO;M;3;07/01/2018
3;NEGRO;L;1;07/01/2018
3;BLANCO;L;2;07/01/2018
5;AZUL;S;1;07/01/2018
2;BLANCO;S;2;07/01/2018
5;NEGRO;M;2;07/01/2018
4;ROJO;S;3;07/01/2018
3;NEGRO;L;2;07/01/2018
4;NEGRO;L;1;07/01/2018
4;BLANCO;L;2;07/01/2018
2;VERDE;M;3;07/01/2018
2;BLANCO;S;3;07/01/2018
3;VERDE;M;3;07/01/2018
5;ROJO;L;1;07/01/2018
3;AZUL;S;2;07/01/2018
2;NEGRO;S;3;07/01/2018
2;AZUL;M;2;07/01/2018
3;NEGRO;S;2;07/01/2018
3;NEGRO;S;1;07/01/2018
3;VERDE;S;1;07/01/2018
4;PLOMO;M;3;07/01/2018
5;NEGRO;M;2;07/01/2018
4;ROJO;M;3;07/01/2018
4;PLOMO;L;3;07/01/2018
4;PLOMO;M;3;07/01/2018
2;NEGRO;M;1;07/01/2018
3;AZUL;M;2;07/01/2018
5;ROJO;S;3;07/01/2018
2;ROJO;M;1;07/01/2018
3;ROJO;S;2;07/01/2018
2;BLANCO;M;2;07/01/2018
3;BLANCO;M;1;07/01/2018
1;PLOMO;M;3;07/01/2018
3;BLANCO;L;2;07/01/2018
2;AZUL;L;2;07/01/2018
2;VERDE;S;2;07/01/2018
1;PLOMO;L;1;07/01/2018
1;PLOMO;M;3;07/01/2018
4;AZUL;L;1;07/01/2018
3;AZUL;S;2;07/01/2018
1;ROJO;S;3;07/01/2018
2;BLANCO;M;1;07/01/2018
2;PLOMO;M;3;07/01/2018
4;PLOMO;M;2;07/01/2018
4;PLOMO;M;1;07/01/2018
3;BLANCO;L;2;07/01/2018
2;VERDE;S;1;07/01/2018
5;PLOMO;L;2;07/01/2018
2;NEGRO;M;3;07/01/2018
2;ROJO;L;1;07/01/2018
5;PLOMO;L;3;07/01/2018
1;PLOMO;S;2;07/01/2018
2;AZUL;M;2;07/01/2018
4;BLANCO;L;3;07/01/2018
5;ROJO;M;2;07/01/2018
2;BLANCO;L;3;07/01/2018
3;PLOMO;S;2;07/01/2018
2;AZUL;L;3;08/01/2018
4;NEGRO;S;3;08/01/2018
5;PLOMO;M;1;08/01/2018
2;BLANCO;M;1;08/01/2018
4;NEGRO;M;2;08/01/2018
1;ROJO;L;3;08/01/2018
4;VERDE;L;2;08/01/2018
1;BLANCO;L;1;08/01/2018
5;VERDE;L;2;08/01/2018
3;BLANCO;M;3;08/01/2018
4;BLANCO;S;1;08/01/2018
2;PLOMO;M;2;08/01/2018
1;AZUL;L;2;08/01/2018
4;AZUL;L;1;08/01/2018
1;AZUL;M;2;08/01/2018
5;NEGRO;L;2;08/01/2018
1;NEGRO;M;2;08/01/2018
4;PLOMO;S;1;08/01/2018
1;ROJO;M;1;08/01/2018
2;AZUL;L;2;08/01/2018
1;ROJO;L;1;08/01/2018
3;NEGRO;M;1;08/01/2018
2;VERDE;M;1;08/01/2018
5;PLOMO;S;1;08/01/2018
2;VERDE;S;3;08/01/2018
5;NEGRO;L;2;08/01/2018
2;NEGRO;S;3;08/01/2018
2;NEGRO;M;2;08/01/2018
3;ROJO;M;2;08/01/2018
2;ROJO;L;3;08/01/2018
4;PLOMO;L;2;08/01/2018
3;ROJO;S;3;08/01/2018
4;ROJO;S;3;08/01/2018
3;PLOMO;L;3;08/01/2018
3;VERDE;M;3;08/01/2018
1;PLOMO;L;1;08/01/2018
2;PLOMO;L;1;08/01/2018
3;PLOMO;L;2;08/01/2018
2;PLOMO;S;3;08/01/2018
4;BLANCO;M;3;08/01/2018
3;NEGRO;M;2;08/01/2018
2;AZUL;S;1;08/01/2018
5;VERDE;L;3;08/01/2018
3;NEGRO;M;1;08/01/2018
2;PLOMO;L;1;08/01/2018
2;NEGRO;M;3;08/01/2018
2;AZUL;S;3;08/01/2018
3;VERDE;L;3;08/01/2018
5;VERDE;M;3;08/01/2018
5;NEGRO;M;3;08/01/2018
1;AZUL;S;2;08/01/2018
1;BLANCO;S;3;08/01/2018
1;BLANCO;L;1;08/01/2018
2;PLOMO;L;2;08/01/2018
4;VERDE;M;1;08/01/2018
5;ROJO;L;1;08/01/2018
5;ROJO;L;3;08/01/2018
5;BLANCO;S;2;08/01/2018
1;VERDE;L;2;08/01/2018
4;BLANCO;M;2;08/01/2018
5;AZUL;S;2;08/01/2018
3;AZUL;M;3;08/01/2018
3;PLOMO;L;2;08/01/2018
5;VERDE;M;1;08/01/2018
1;ROJO;M;1;08/01/2018
4;NEGRO;L;1;08/01/2018
4;AZUL;M;2;08/01/2018
3;VERDE;S;1;08/01/2018
2;PLOMO;L;3;08/01/2018
3;VERDE;L;3;08/01/2018
2;NEGRO;S;1;08/01/2018
3;ROJO;S;3;08/01/2018
2;VERDE;M;3;08/01/2018
2;BLANCO;M;3;09/01/2018
4;BLANCO;S;2;09/01/2018
4;BLANCO;L;1;09/01/2018
3;NEGRO;M;1;09/01/2018
2;BLANCO;S;2;09/01/2018
3;ROJO;M;1;09/01/2018
1;AZUL;L;2;09/01/2018
3;PLOMO;L;2;09/01/2018
1;PLOMO;M;3;09/01/2018
1;NEGRO;M;3;09/01/2018
2;BLANCO;S;3;09/01/2018
5;NEGRO;L;2;09/01/2018
1;PLOMO;S;1;09/01/2018
2;BLANCO;M;2;09/01/2018
1;BLANCO;L;2;09/01/2018
2;PLOMO;L;1;09/01/2018
3;VERDE;M;3;09/01/2018
2;BLANCO;S;3;09/01/2018
2;VERDE;L;3;09/01/2018
3;NEGRO;L;2;09/01/2018
4;VERDE;L;2;09/01/2018
4;VERDE;M;3;09/01/2018
5;ROJO;L;1;09/01/2018
2;VERDE;M;3;09/01/2018
2;ROJO;S;1;09/01/2018
4;BLANCO;S;1;09/01/2018
3;BLANCO;M;3;09/01/2018
4;PLOMO;L;3;09/01/2018
5;AZUL;M;3;09/01/2018
5;VERDE;S;2;09/01/2018
2;NEGRO;S;2;09/01/2018
2;BLANCO;L;3;09/01/2018
5;BLANCO;L;2;09/01/2018
1;BLANCO;L;2;09/01/2018
4;VERDE;L;1;09/01/2018
1;ROJO;S;3;09/01/2018
4;BLANCO;M;2;09/01/2018
1;AZUL;L;2;09/01/2018
4;PLOMO;M;3;09/01/2018
1;BLANCO;L;2;09/01/2018
1;AZUL;L;1;09/01/2018
2;PLOMO;L;1;09/01/2018
1;BLANCO;S;1;09/01/2018
4;VERDE;L;3;09/01/2018
5;NEGRO;M;1;09/01/2018
3;PLOMO;S;2;09/01/2018
1;VERDE;S;1;09/01/2018
4;ROJO;L;2;09/01/2018
2;NEGRO;L;3;09/01/2018
2;ROJO;L;3;09/01/2018
1;NEGRO;M;3;09/01/2018
3;BLANCO;L;2;09/01/2018
3;VERDE;M;3;09/01/2018
5;BLANCO;L;3;09/01/2018
2;VERDE;S;1;09/01/2018
3;PLOMO;L;3;09/01/2018
5;AZUL;M;2;09/01/2018
4;NEGRO;S;1;09/01/2018
3;PLOMO;S;3;09/01/2018
5;AZUL;S;1;09/01/2018
5;VERDE;S;3;09/01/2018
3;VERDE;L;3;09/01/2018
5;ROJO;S;3;09/01/2018
3;PLOMO;M;1;09/01/2018
4;VERDE;M;1;09/01/2018
5;VERDE;L;3;10/01/2018
2;BLANCO;S;2;10/01/2018
2;AZUL;M;2;10/01/2018
5;ROJO;M;2;10/01/2018
3;AZUL;L;1;10/01/2018
2;PLOMO;M;3;10/01/2018
4;ROJO;S;3;10/01/2018
4;ROJO;S;2;10/01/2018
4;NEGRO;S;1;10/01/2018
2;ROJO;M;1;10/01/2018
5;ROJO;M;1;10/01/2018
4;BLANCO;S;2;10/01/2018
4;PLOMO;S;1;10/01/2018
5;BLANCO;M;2;10/01/2018
4;NEGRO;M;2;10/01/2018
4;BLANCO;S;1;10/01/2018
5;NEGRO;L;3;10/01/2018
3;PLOMO;S;1;10/01/2018
2;ROJO;L;1;10/01/2018
3;BLANCO;M;3;10/01/2018
1;ROJO;L;1;10/01/2018
1;PLOMO;M;3;10/01/2018
2;BLANCO;L;2;10/01/2018
5;ROJO;L;1;10/01/2018
2;PLOMO;S;3;10/01/2018
4;PLOMO;S;2;10/01/2018
1;PLOMO;L;3;10/01/2018
2;BLANCO;L;3;10/01/2018
4;AZUL;L;3;10/01/2018
3;PLOMO;S;1;10/01/2018
4;ROJO;L;2;10/01/2018
3;AZUL;M;3;10/01/2018
5;ROJO;S;3;10/01/2018
2;AZUL;M;1;10/01/2018
5;NEGRO;M;1;10/01/2018
1;VERDE;M;2;10/01/2018
3;AZUL;M;3;10/01/2018
5;PLOMO;M;3;10/01/2018
5;VERDE;M;1;10/01/2018
5;ROJO;S;2;10/01/2018
3;NEGRO;M;1;10/01/2018
5;VERDE;M;1;10/01/2018
2;AZUL;M;3;10/01/2018
4;VERDE;L;1;10/01/2018
1;VERDE;M;1;10/01/2018
3;BLANCO;L;3;10/01/2018
1;PLOMO;L;3;10/01/2018
5;PLOMO;S;3;10/01/2018
3;BLANCO;S;1;10/01/2018
1;BLANCO;S;2;10/01/2018
1;ROJO;L;1;10/01/2018
5;VERDE;S;2;10/01/2018
2;AZUL;L;2;10/01/2018
2;AZUL;L;1;10/01/2018
4;AZUL;M;3;10/01/2018
4;BLANCO;M;1;10/01/2018
1;ROJO;S;1;10/01/2018
5;VERDE;M;2;10/01/2018
3;AZUL;S;1;10/01/2018
4;BLANCO;M;2;10/01/2018
1;VERDE;M;1;10/01/2018
1;AZUL;S;2;11/01/2018
3;BLANCO;L;2;11/01/2018
4;PLOMO;S;3;11/01/2018
4;AZUL;M;3;11/01/2018
4;BLANCO;L;2;11/01/2018
4;PLOMO;M;2;11/01/2018
3;BLANCO;L;1;11/01/2018
5;VERDE;S;1;11/01/2018
4;AZUL;S;2;11/01/2018
2;VERDE;S;3;11/01/2018
3;PLOMO;M;2;11/01/2018
1;PLOMO;M;3;11/01/2018
5;AZUL;M;1;11/01/2018
1;NEGRO;L;1;11/01/2018
3;PLOMO;S;3;11/01/2018
1;ROJO;S;3;11/01/2018
5;ROJO;L;1;11/01/2018
1;NEGRO;L;3;11/01/2018
3;NEGRO;L;1;11/01/2018
5;NEGRO;L;2;11/01/2018
4;PLOMO;L;1;11/01/2018
3;ROJO;L;2;11/01/2018
2;NEGRO;S;3;11/01/2018
5;VERDE;S;3;11/01/2018
1;BLANCO;S;3;11/01/2018
2;NEGRO;L;2;11/01/2018
4;AZUL;L;3;11/01/2018
4;VERDE;S;1;11/01/2018
4;BLANCO;S;2;11/01/2018
4;BLANCO;M;3;11/01/2018
2;AZUL;M;1;11/01/2018
5;PLOMO;L;1;11/01/2018
1;AZUL;M;1;11/01/2018
3;PLOMO;M;2;11/01/2018
2;AZUL;S;1;11/01/2018
5;BLANCO;L;2;11/01/2018
2;NEGRO;S;2;11/01/2018
1;VERDE;L;1;11/01/2018
2;AZUL;S;1;11/01/2018
4;PLOMO;L;3;11/01/2018
4;BLANCO;L;1;11/01/2018
