ID de Producto,color_num,talla_num,mes,es_campana,ventas_mes_pasado,cantidad_vendida
1,0,2,6,0,45.0,33
1,0,2,7,1,33.0,52
1,0,2,8,0,52.0,34
1,0,2,9,0,34.0,41
1,0,2,10,0,41.0,39
1,0,2,11,0,39.0,37
1,0,2,12,1,37.0,44
1,0,2,1,1,44.0,32
1,0,2,2,1,32.0,41
1,0,2,3,1,41.0,466
1,0,2,4,0,466.0,32
1,0,2,5,0,32.0,45
1,0,2,6,0,45.0,41
1,0,2,7,1,41.0,61
1,0,2,8,0,61.0,37
1,0,2,9,0,37.0,67
1,0,2,10,0,67.0,72
1,0,2,11,0,72.0,48
1,0,2,12,1,48.0,39
1,0,2,1,1,39.0,40
1,0,2,2,1,40.0,26
1,0,2,3,1,26.0,578
1,0,2,4,0,578.0,47
1,0,2,5,0,47.0,43
1,0,2,6,0,43.0,51
1,0,2,7,1,51.0,41
1,0,2,8,0,41.0,35
1,0,2,9,0,35.0,35
1,0,2,10,0,35.0,27
1,0,2,11,0,27.0,48
1,0,2,12,1,48.0,47
1,0,2,1,1,47.0,51
1,0,2,2,1,51.0,25
1,0,2,3,1,25.0,779
1,0,2,4,0,779.0,47
1,0,2,5,0,47.0,52
1,0,2,6,0,52.0,48
1,0,2,7,1,48.0,46
1,0,2,8,0,46.0,41
1,0,2,9,0,41.0,36
1,0,2,10,0,36.0,60
1,0,2,11,0,60.0,67
1,0,2,12,1,67.0,62
1,1,0,1,1,0.0,45
1,1,0,2,1,45.0,44
1,1,0,3,1,44.0,750
1,1,0,4,0,750.0,35
1,1,0,5,0,35.0,52
1,1,0,6,0,52.0,43
1,1,0,7,1,43.0,123
1,1,0,8,0,123.0,46
1,1,0,9,0,46.0,53
1,1,0,10,0,53.0,60
1,1,0,11,0,60.0,49
1,1,0,12,1,49.0,37
1,1,0,1,1,37.0,50
1,1,0,2,1,50.0,41
1,1,0,3,1,41.0,797
1,1,0,4,0,797.0,40
1,1,0,5,0,40.0,47
1,1,0,6,0,47.0,35
1,1,0,7,1,35.0,107
1,1,0,8,0,107.0,57
1,1,0,9,0,57.0,50
1,1,0,10,0,50.0,23
1,1,0,11,0,23.0,30
1,1,0,12,1,30.0,46
1,1,0,1,1,46.0,54
1,1,0,2,1,54.0,50
1,1,0,3,1,50.0,828
1,1,0,4,0,828.0,48
1,1,0,5,0,48.0,53
1,1,0,6,0,53.0,62
1,1,0,7,1,62.0,135
1,1,0,8,0,135.0,41
1,1,0,9,0,41.0,46
1,1,0,10,0,46.0,59
1,1,0,11,0,59.0,35
1,1,0,12,1,35.0,26
1,1,0,1,1,26.0,42
1,1,0,2,1,42.0,32
1,1,0,3,1,32.0,583
1,1,0,4,0,583.0,62
1,1,0,5,0,62.0,59
1,1,0,6,0,59.0,39
1,1,0,7,1,39.0,101
1,1,0,8,0,101.0,39
1,1,0,9,0,39.0,70
1,1,0,10,0,70.0,43
1,1,0,11,0,43.0,42
1,1,0,12,1,42.0,41
1,1,0,1,1,41.0,38
1,1,0,2,1,38.0,51
1,1,0,3,1,51.0,658
1,1,0,4,0,658.0,51
1,1,0,5,0,51.0,65
1,1,0,6,0,65.0,30
1,1,0,7,1,30.0,115
1,1,0,8,0,115.0,25
1,1,0,9,0,25.0,59
1,1,0,10,0,59.0,45
1,1,0,11,0,45.0,55
1,1,0,12,1,55.0,41
1,1,0,1,1,41.0,44
1,1,0,2,1,44.0,41
1,1,0,3,1,41.0,483
1,1,0,4,0,483.0,44
1,1,0,5,0,44.0,53
1,1,0,6,0,53.0,46
1,1,0,7,1,46.0,105
1,1,0,8,0,105.0,55
1,1,0,9,0,55.0,42
1,1,0,10,0,42.0,59
1,1,0,11,0,59.0,31
1,1,0,12,1,31.0,30
1,1,0,1,0,30.0,36
1,1,0,2,1,36.0,51
1,1,0,3,1,51.0,589
1,1,0,4,0,589.0,64
1,1,0,5,0,64.0,40
1,1,0,6,0,40.0,53
1,1,0,7,1,53.0,113
1,1,0,8,0,113.0,35
1,1,0,9,0,35.0,39
1,1,0,10,0,39.0,31
1,1,0,11,0,31.0,53
1,1,0,12,1,53.0,55
1,1,0,1,1,55.0,38
1,1,0,2,1,38.0,28
1,1,0,3,1,28.0,523
1,1,0,4,0,523.0,39
1,1,0,5,0,39.0,19
1,1,0,6,0,19.0,42
1,1,0,7,1,42.0,85
1,1,0,8,0,85.0,53
1,1,0,9,0,53.0,42
1,1,0,10,0,42.0,59
1,1,0,11,0,59.0,43
1,1,0,12,1,43.0,33
1,1,1,1,1,0.0,32
1,1,1,2,1,32.0,41
1,1,1,3,1,41.0,446
1,1,1,4,0,446.0,37
1,1,1,5,0,37.0,59
1,1,1,6,0,59.0,36
1,1,1,7,1,36.0,90
1,1,1,8,0,90.0,37
1,1,1,9,0,37.0,50
1,1,1,10,0,50.0,40
1,1,1,11,0,40.0,42
1,1,1,12,1,42.0,40
1,1,1,1,1,40.0,42
1,1,1,2,1,42.0,74
1,1,1,3,1,74.0,534
1,1,1,4,0,534.0,41
1,1,1,5,0,41.0,57
1,1,1,6,0,57.0,57
1,1,1,7,1,57.0,131
1,1,1,8,0,131.0,33
1,1,1,9,0,33.0,25
1,1,1,10,0,25.0,29
1,1,1,11,0,29.0,42
1,1,1,12,1,42.0,62
1,1,1,1,1,62.0,47
1,1,1,2,1,47.0,44
1,1,1,3,1,44.0,234
1,1,1,4,0,234.0,53
1,1,1,5,0,53.0,48
1,1,1,6,0,48.0,27
1,1,1,7,1,27.0,108
1,1,1,8,0,108.0,48
1,1,1,9,0,48.0,38
1,1,1,10,0,38.0,48
1,1,1,11,0,48.0,50
1,1,1,12,1,50.0,51
1,1,1,1,1,51.0,37
1,1,1,2,1,37.0,25
1,1,1,3,1,25.0,439
1,1,1,4,0,439.0,46
1,1,1,5,0,46.0,50
1,1,1,6,0,50.0,46
1,1,1,7,1,46.0,97
1,1,1,8,0,97.0,65
1,1,1,9,0,65.0,42
1,1,1,10,0,42.0,61
1,1,1,11,0,61.0,59
1,1,1,12,1,59.0,59
1,1,1,1,1,59.0,31
1,1,1,2,1,31.0,51
1,1,1,3,1,51.0,448
1,1,1,4,0,448.0,53
1,1,1,5,0,53.0,47
1,1,1,6,0,47.0,40
1,1,1,7,1,40.0,125
1,1,1,8,0,125.0,68
1,1,1,9,0,68.0,46
1,1,1,10,0,46.0,73
1,1,1,11,0,73.0,58
1,1,1,12,1,58.0,55
1,1,1,1,1,55.0,51
1,1,1,2,1,51.0,39
1,1,1,3,1,39.0,680
1,1,1,4,0,680.0,32
1,1,1,5,0,32.0,32
1,1,1,6,0,32.0,49
1,1,1,7,1,49.0,135
1,1,1,8,0,135.0,49
1,1,1,9,0,49.0,44
1,1,1,10,0,44.0,47
1,1,1,11,0,47.0,57
1,1,1,12,1,57.0,44
1,1,1,1,1,44.0,48
1,1,1,2,1,48.0,35
1,1,1,3,1,35.0,528
1,1,1,4,0,528.0,44
1,1,1,5,0,44.0,52
1,1,1,6,0,52.0,48
1,1,1,7,1,48.0,77
1,1,1,8,0,77.0,51
1,1,1,9,0,51.0,39
1,1,1,10,0,39.0,42
1,1,1,11,0,42.0,51
1,1,1,12,1,51.0,47
1,1,1,1,1,47.0,42
1,1,1,2,1,42.0,50
1,1,1,3,1,50.0,624
1,1,1,4,0,624.0,27
1,1,1,5,0,27.0,40
1,1,1,6,0,40.0,43
1,1,1,7,1,43.0,81
1,1,1,8,0,81.0,53
1,1,1,9,0,53.0,41
1,1,1,10,0,41.0,39
1,1,1,11,0,39.0,59
1,1,1,12,1,59.0,55
1,1,2,1,1,0.0,62
1,1,2,2,1,62.0,56
1,1,2,3,1,56.0,510
1,1,2,4,0,510.0,54
1,1,2,5,0,54.0,43
1,1,2,6,0,43.0,48
1,1,2,7,1,48.0,113
1,1,2,8,0,113.0,51
1,1,2,9,0,51.0,58
1,1,2,10,0,58.0,72
1,1,2,11,0,72.0,36
1,1,2,12,1,36.0,64
1,1,2,1,1,64.0,37
1,1,2,2,1,37.0,31
1,1,2,3,1,31.0,611
1,1,2,4,0,611.0,49
1,1,2,5,0,49.0,39
1,1,2,6,0,39.0,60
1,1,2,7,1,60.0,102
1,1,2,8,0,102.0,48
1,1,2,9,0,48.0,29
1,1,2,10,0,29.0,53
1,1,2,11,0,53.0,44
1,1,2,12,1,44.0,50
1,1,2,1,1,50.0,61
1,1,2,2,1,61.0,31
1,1,2,3,1,31.0,392
1,1,2,4,0,392.0,48
1,1,2,5,0,48.0,47
1,1,2,6,0,47.0,44
1,1,2,7,1,44.0,76
1,1,2,8,0,76.0,47
1,1,2,9,0,47.0,59
1,1,2,10,0,59.0,48
1,1,2,11,0,48.0,83
1,1,2,12,1,83.0,46
1,1,2,1,1,46.0,38
1,1,2,2,1,38.0,32
1,1,2,3,1,32.0,577
1,1,2,4,0,577.0,56
1,1,2,5,0,56.0,41
1,1,2,6,0,41.0,43
1,1,2,7,1,43.0,134
1,1,2,8,0,134.0,36
1,1,2,9,0,36.0,48
1,1,2,10,0,48.0,54
1,1,2,11,0,54.0,33
1,1,2,12,1,33.0,34
1,1,2,1,1,34.0,42
1,1,2,2,1,42.0,56
1,1,2,3,1,56.0,692
1,1,2,4,0,692.0,49
1,1,2,5,0,49.0,34
1,1,2,6,0,34.0,43
1,1,2,7,1,43.0,134
1,1,2,8,0,134.0,52
1,1,2,9,0,52.0,36
1,1,2,10,0,36.0,46
1,1,2,11,0,46.0,40
1,1,2,12,1,40.0,50
1,1,2,1,1,50.0,37
1,1,2,2,1,37.0,49
1,1,2,3,1,49.0,453
1,1,2,4,0,453.0,33
1,1,2,5,0,33.0,60
1,1,2,6,0,60.0,59
1,1,2,7,1,59.0,146
1,1,2,8,0,146.0,37
1,1,2,9,0,37.0,42
1,1,2,10,0,42.0,40
1,1,2,11,0,40.0,58
1,1,2,12,1,58.0,37
1,1,2,1,1,37.0,42
1,1,2,2,1,42.0,26
1,1,2,3,1,26.0,652
1,1,2,4,0,652.0,39
1,1,2,5,0,39.0,48
1,1,2,6,0,48.0,40
1,1,2,7,1,40.0,64
1,1,2,8,0,64.0,50
1,1,2,9,0,50.0,38
1,1,2,10,0,38.0,40
1,1,2,11,0,40.0,37
1,1,2,12,1,37.0,51
1,1,2,1,1,51.0,61
1,1,2,2,1,61.0,52
1,1,2,3,1,52.0,488
1,1,2,4,0,488.0,42
1,1,2,5,0,42.0,37
1,1,2,6,0,37.0,43
1,1,2,7,1,43.0,105
1,1,2,8,0,105.0,46
1,1,2,9,0,46.0,42
1,1,2,10,0,42.0,48
1,1,2,11,0,48.0,56
1,1,2,12,1,56.0,49
1,2,0,1,1,0.0,29
1,2,0,2,1,29.0,47
1,2,0,3,1,47.0,522
1,2,0,4,0,522.0,65
1,2,0,5,0,65.0,34
1,2,0,6,0,34.0,40
1,2,0,7,1,40.0,55
1,2,0,8,0,55.0,39
1,2,0,9,0,39.0,33
1,2,0,10,0,33.0,33
1,2,0,11,0,33.0,53
1,2,0,12,1,53.0,43
1,2,0,1,1,43.0,40
1,2,0,2,1,40.0,51
1,2,0,3,1,51.0,571
1,2,0,4,0,571.0,41
1,2,0,5,0,41.0,30
1,2,0,6,0,30.0,37
1,2,0,7,1,37.0,40
1,2,0,8,0,40.0,50
1,2,0,9,0,50.0,51
1,2,0,10,0,51.0,38
1,2,0,11,0,38.0,45
1,2,0,12,1,45.0,49
1,2,0,1,1,49.0,53
1,2,0,2,1,53.0,32
1,2,0,3,1,32.0,444
1,2,0,4,0,444.0,48
1,2,0,5,0,48.0,50
1,2,0,6,0,50.0,26
1,2,0,7,1,26.0,33
1,2,0,8,0,33.0,20
1,2,0,9,0,20.0,49
1,2,0,10,0,49.0,53
1,2,0,11,0,53.0,54
1,2,0,12,1,54.0,47
1,2,0,1,1,47.0,39
1,2,0,2,1,39.0,44
1,2,0,3,1,44.0,684
1,2,0,4,0,684.0,56
1,2,0,5,0,56.0,44
1,2,0,6,0,44.0,25
1,2,0,7,1,25.0,63
1,2,0,8,0,63.0,36
1,2,0,9,0,36.0,29
1,2,0,10,0,29.0,50
1,2,0,11,0,50.0,56
1,2,0,12,1,56.0,33
1,2,0,1,1,33.0,47
1,2,0,2,1,47.0,60
1,2,0,3,1,60.0,526
1,2,0,4,0,526.0,53
1,2,0,5,0,53.0,43
1,2,0,6,0,43.0,57
1,2,0,7,1,57.0,32
1,2,0,8,0,32.0,65
1,2,0,9,0,65.0,44
1,2,0,10,0,44.0,47
1,2,0,11,0,47.0,28
1,2,0,12,1,28.0,42
1,2,0,1,1,42.0,38
1,2,0,2,1,38.0,24
1,2,0,3,1,24.0,629
1,2,0,4,0,629.0,42
1,2,0,5,0,42.0,45
1,2,0,6,0,45.0,51
1,2,0,7,1,51.0,49
1,2,0,8,0,49.0,31
1,2,0,9,0,31.0,35
1,2,0,10,0,35.0,52
1,2,0,11,0,52.0,49
1,2,0,12,1,49.0,64
1,2,0,1,1,64.0,49
1,2,0,2,1,49.0,47
1,2,0,3,1,47.0,632
1,2,0,4,0,632.0,33
1,2,0,5,0,33.0,40
1,2,0,6,0,40.0,46
1,2,0,7,1,46.0,67
1,2,0,8,0,67.0,76
1,2,0,9,0,76.0,41
1,2,0,10,0,41.0,46
1,2,0,11,0,46.0,42
1,2,0,12,1,42.0,41
1,2,0,1,1,41.0,50
1,2,0,2,1,50.0,39
1,2,0,3,1,39.0,622
1,2,0,4,0,622.0,47
1,2,0,5,0,47.0,47
1,2,0,6,0,47.0,38
1,2,0,7,1,38.0,42
1,2,0,8,0,42.0,47
1,2,0,9,0,47.0,40
1,2,0,10,0,40.0,40
1,2,0,11,0,40.0,44
1,2,0,12,1,44.0,53
1,2,1,1,1,0.0,36
1,2,1,2,1,36.0,58
1,2,1,3,1,58.0,730
1,2,1,4,0,730.0,40
1,2,1,5,0,40.0,64
1,2,1,6,0,64.0,41
1,2,1,7,1,41.0,63
1,2,1,8,0,63.0,53
1,2,1,9,0,53.0,30
1,2,1,10,0,30.0,42
1,2,1,11,0,42.0,43
1,2,1,12,1,43.0,56
1,2,1,1,1,56.0,40
1,2,1,2,1,40.0,64
1,2,1,3,1,64.0,579
1,2,1,4,0,579.0,57
1,2,1,5,0,57.0,49
1,2,1,6,0,49.0,39
1,2,1,7,1,39.0,51
1,2,1,8,0,51.0,53
1,2,1,9,0,53.0,47
1,2,1,10,0,47.0,49
1,2,1,11,0,49.0,47
1,2,1,12,1,47.0,49
1,2,1,1,1,49.0,53
1,2,1,2,1,53.0,62
1,2,1,3,1,62.0,753
1,2,1,4,0,753.0,74
1,2,1,5,0,74.0,54
1,2,1,6,0,54.0,49
1,2,1,7,1,49.0,53
1,2,1,8,0,53.0,44
1,2,1,9,0,44.0,37
1,2,1,10,0,37.0,45
1,2,1,11,0,45.0,21
1,2,1,12,1,21.0,57
1,2,1,1,1,57.0,62
1,2,1,2,1,62.0,76
1,2,1,3,1,76.0,545
1,2,1,4,0,545.0,36
1,2,1,5,0,36.0,64
1,2,1,6,0,64.0,51
1,2,1,7,1,51.0,42
1,2,1,8,0,42.0,63
1,2,1,9,0,63.0,37
1,2,1,10,0,37.0,71
1,2,1,11,0,71.0,41
1,2,1,12,1,41.0,54
1,2,1,1,1,54.0,39
1,2,1,2,1,39.0,51
1,2,1,3,1,51.0,611
1,2,1,4,0,611.0,49
1,2,1,5,0,49.0,49
1,2,1,6,0,49.0,30
1,2,1,7,1,30.0,55
1,2,1,8,0,55.0,51
1,2,1,9,0,51.0,45
1,2,1,10,0,45.0,55
1,2,1,11,0,55.0,30
1,2,1,12,1,30.0,54
1,2,1,1,1,54.0,67
1,2,1,2,1,67.0,46
1,2,1,3,1,46.0,639
1,2,1,4,0,639.0,57
1,2,1,5,0,57.0,37
1,2,1,6,0,37.0,48
1,2,1,7,1,48.0,64
1,2,1,8,0,64.0,45
1,2,1,9,0,45.0,46
1,2,1,10,0,46.0,58
1,2,1,11,0,58.0,52
1,2,1,12,1,52.0,52
1,2,1,1,1,52.0,42
1,2,1,2,1,42.0,28
1,2,1,3,1,28.0,423
1,2,1,4,0,423.0,52
1,2,1,5,0,52.0,41
1,2,1,6,0,41.0,55
1,2,1,7,1,55.0,50
1,2,1,8,0,50.0,41
1,2,1,9,0,41.0,71
1,2,1,10,0,71.0,39
1,2,1,11,0,39.0,45
1,2,1,12,1,45.0,50
1,2,1,1,1,50.0,42
1,2,1,2,1,42.0,55
1,2,1,3,1,55.0,648
1,2,1,4,0,648.0,50
1,2,1,5,0,50.0,50
1,2,1,6,0,50.0,46
1,2,1,7,1,46.0,51
1,2,1,8,0,51.0,56
1,2,1,9,0,56.0,49
1,2,1,10,0,49.0,38
1,2,1,11,0,38.0,46
1,2,1,12,1,46.0,62
1,2,2,1,1,0.0,32
1,2,2,2,1,32.0,52
1,2,2,3,1,52.0,612
1,2,2,4,0,612.0,52
1,2,2,5,0,52.0,48
1,2,2,6,0,48.0,47
1,2,2,7,1,47.0,70
1,2,2,8,0,70.0,47
1,2,2,9,0,47.0,42
1,2,2,10,0,42.0,53
1,2,2,11,0,53.0,27
1,2,2,12,1,27.0,47
1,2,2,1,1,47.0,50
1,2,2,2,1,50.0,32
1,2,2,3,1,32.0,573
1,2,2,4,0,573.0,46
1,2,2,5,0,46.0,51
1,2,2,6,0,51.0,37
1,2,2,7,1,37.0,46
1,2,2,8,0,46.0,39
1,2,2,9,0,39.0,72
1,2,2,10,0,72.0,41
1,2,2,11,0,41.0,42
1,2,2,12,1,42.0,53
1,2,2,1,1,53.0,27
1,2,2,2,1,27.0,52
1,2,2,3,1,52.0,475
1,2,2,4,0,475.0,38
1,2,2,5,0,38.0,63
1,2,2,6,0,63.0,60
1,2,2,7,1,60.0,72
1,2,2,8,0,72.0,51
1,2,2,9,0,51.0,40
1,2,2,10,0,40.0,55
1,2,2,11,0,55.0,41
1,2,2,12,1,41.0,30
1,2,2,1,1,30.0,39
1,2,2,2,1,39.0,40
1,2,2,3,1,40.0,685
1,2,2,4,0,685.0,43
1,2,2,5,0,43.0,39
1,2,2,6,0,39.0,41
1,2,2,7,1,41.0,54
1,2,2,8,0,54.0,55
1,2,2,9,0,55.0,31
1,2,2,10,0,31.0,51
1,2,2,11,0,51.0,43
1,2,2,12,1,43.0,47
1,2,2,1,1,47.0,46
1,2,2,2,1,46.0,25
1,2,2,3,1,25.0,725
1,2,2,4,0,725.0,32
1,2,2,5,0,32.0,42
1,2,2,6,0,42.0,50
1,2,2,7,1,50.0,49
1,2,2,8,0,49.0,43
1,2,2,9,0,43.0,46
1,2,2,10,0,46.0,44
1,2,2,11,0,44.0,25
1,2,2,12,1,25.0,47
1,2,2,1,1,47.0,42
1,2,2,2,1,42.0,32
1,2,2,3,1,32.0,694
1,2,2,4,0,694.0,49
1,2,2,5,0,49.0,39
1,2,2,6,0,39.0,46
1,2,2,7,1,46.0,48
1,2,2,8,0,48.0,34
1,2,2,9,0,34.0,45
1,2,2,10,0,45.0,38
1,2,2,11,0,38.0,42
1,2,2,12,1,42.0,33
1,2,2,1,1,33.0,44
1,2,2,2,1,44.0,42
1,2,2,3,1,42.0,437
1,2,2,4,0,437.0,54
1,2,2,5,0,54.0,40
1,2,2,6,0,40.0,51
1,2,2,7,1,51.0,49
1,2,2,8,0,49.0,44
1,2,2,9,0,44.0,57
1,2,2,10,0,57.0,58
1,2,2,11,0,58.0,39
1,2,2,12,1,39.0,49
1,2,2,1,1,49.0,56
1,2,2,2,1,56.0,42
1,2,2,3,1,42.0,514
1,2,2,4,0,514.0,48
1,2,2,5,0,48.0,56
1,2,2,6,0,56.0,30
1,2,2,7,1,30.0,43
1,2,2,8,0,43.0,36
1,2,2,9,0,36.0,46
1,2,2,10,0,46.0,47
1,2,2,11,0,47.0,40
1,2,2,12,1,40.0,67
1,3,0,1,1,0.0,46
1,3,0,2,1,46.0,37
1,3,0,3,1,37.0,38
1,3,0,4,0,38.0,36
1,3,0,5,0,36.0,43
