"ID de Producto";"Color";"Talla";"Cantidad";"Fecha"
"6";"NEGRO";"34";"15";"02/01/2018"
"12";"NEGRO";"L";"6";"02/01/2018"
"7";"PLOMO";"L";"2";"02/01/2018"
"4";"NEGRO";"XL";"6";"02/01/2018"
"6";"BLANCO";"32";"14";"02/01/2018"
"7";"BLANCO";"M";"14";"02/01/2018"
"4";"NEGRO";"L";"12";"02/01/2018"
"12";"BLANCO";"XL";"12";"02/01/2018"
"8";"NEGRO";"L";"6";"02/01/2018"
"12";"BLANCO";"XL";"10";"02/01/2018"
"10";"BEIGE";"M";"2";"02/01/2018"
"12";"BLANCO";"L";"8";"02/01/2018"
"5";"BLANCO";"S";"13";"02/01/2018"
"3";"BEIGE";"L";"2";"02/01/2018"
"12";"NEGRO";"L";"12";"02/01/2018"
"4";"VINO";"L";"2";"02/01/2018"
"11";"DORADO";"L";"17";"02/01/2018"
"8";"BEIGE";"XL";"2";"02/01/2018"
"11";"DORADO";"L";"7";"02/01/2018"
"9";"BLANCO";"S";"14";"02/01/2018"
"8";"BEIGE";"L";"1";"02/01/2018"
"11";"BLANCO";"M";"16";"02/01/2018"
"5";"BEIGE";"M";"2";"02/01/2018"
"10";"BEIGE";"M";"3";"02/01/2018"
"9";"BEIGE";"S";"1";"02/01/2018"
"9";"BLANCO";"M";"17";"02/01/2018"
"8";"NEGRO";"L";"10";"02/01/2018"
"5";"BLANCO";"S";"11";"02/01/2018"
"9";"BLANCO";"S";"13";"02/01/2018"
"7";"BLANCO";"M";"13";"02/01/2018"
"11";"VERDE";"L";"2";"02/01/2018"
"10";"ROSA";"L";"1";"02/01/2018"
"6";"NEGRO";"32";"12";"02/01/2018"
"5";"BLANCO";"S";"14";"02/01/2018"
"6";"BLANCO";"32";"13";"02/01/2018"
"11";"BLANCO";"L";"14";"02/01/2018"
"8";"BEIGE";"L";"1";"02/01/2018"
"8";"NEGRO";"L";"13";"02/01/2018"
"6";"NEGRO";"34";"14";"02/01/2018"
"8";"BEIGE";"L";"2";"02/01/2018"
"10";"ROSA";"M";"1";"02/01/2018"
"3";"BEIGE";"XL";"1";"02/01/2018"
"3";"NEGRO";"L";"9";"02/01/2018"
"9";"BEIGE";"S";"2";"02/01/2018"
"9";"BLANCO";"M";"10";"02/01/2018"
"7";"PLOMO";"L";"1";"02/01/2018"
"3";"NEGRO";"L";"17";"02/01/2018"
"5";"BLANCO";"S";"16";"02/01/2018"
"5";"NEGRO";"L";"12";"02/01/2018"
"7";"BLANCO";"L";"13";"02/01/2018"
"8";"NEGRO";"XL";"8";"02/01/2018"
"5";"BLANCO";"L";"11";"02/01/2018"
"4";"NEGRO";"XL";"15";"02/01/2018"
"6";"NEGRO";"32";"11";"02/01/2018"
"10";"ROSA";"L";"1";"02/01/2018"
"10";"BEIGE";"M";"2";"02/01/2018"
"9";"BLANCO";"S";"18";"02/01/2018"
"11";"DORADO";"L";"16";"02/01/2018"
"7";"BLANCO";"L";"8";"02/01/2018"
"10";"BEIGE";"L";"2";"02/01/2018"
"10";"BEIGE";"M";"3";"02/01/2018"
"6";"NEGRO";"34";"13";"02/01/2018"
"4";"NEGRO";"L";"7";"02/01/2018"
"10";"ROSA";"M";"1";"02/01/2018"
"11";"BLANCO";"M";"14";"03/01/2018"
"5";"BLANCO";"L";"11";"03/01/2018"
"10";"ROSA";"M";"2";"03/01/2018"
"8";"BEIGE";"L";"2";"03/01/2018"
"5";"BLANCO";"S";"8";"03/01/2018"
"10";"ROSA";"L";"2";"03/01/2018"
"8";"NEGRO";"XL";"16";"03/01/2018"
"12";"BLANCO";"L";"14";"03/01/2018"
"12";"NEGRO";"XL";"11";"03/01/2018"
"8";"BEIGE";"XL";"3";"03/01/2018"
"4";"NEGRO";"L";"16";"03/01/2018"
"9";"NEGRO";"M";"16";"03/01/2018"
"8";"NEGRO";"XL";"11";"03/01/2018"
"10";"ROSA";"L";"3";"03/01/2018"
"6";"BLANCO";"34";"16";"03/01/2018"
"10";"ROSA";"L";"2";"03/01/2018"
"12";"NEGRO";"XL";"12";"03/01/2018"
"5";"NEGRO";"M";"7";"03/01/2018"
"3";"NEGRO";"L";"15";"03/01/2018"
"7";"BLANCO";"M";"6";"03/01/2018"
"6";"BLANCO";"34";"10";"03/01/2018"
"5";"NEGRO";"L";"11";"03/01/2018"
"6";"BLANCO";"32";"10";"03/01/2018"
"10";"BEIGE";"M";"2";"03/01/2018"
"6";"NEGRO";"34";"8";"03/01/2018"
"5";"BLANCO";"M";"16";"03/01/2018"
"5";"NEGRO";"L";"12";"03/01/2018"
"6";"BLANCO";"34";"17";"03/01/2018"
"11";"VERDE";"L";"2";"03/01/2018"
"5";"BEIGE";"M";"2";"03/01/2018"
"3";"BEIGE";"XL";"2";"03/01/2018"
"7";"PLOMO";"M";"3";"03/01/2018"
"8";"BEIGE";"L";"3";"03/01/2018"
"4";"NEGRO";"L";"10";"03/01/2018"
"6";"BLANCO";"32";"13";"03/01/2018"
"7";"PLOMO";"L";"2";"03/01/2018"
"6";"BLANCO";"34";"9";"03/01/2018"
"4";"VINO";"L";"2";"03/01/2018"
"11";"VERDE";"L";"3";"03/01/2018"
"11";"VERDE";"M";"3";"03/01/2018"
"5";"BLANCO";"M";"13";"03/01/2018"
"10";"BEIGE";"M";"1";"03/01/2018"
"11";"VERDE";"L";"2";"03/01/2018"
"5";"BEIGE";"L";"3";"03/01/2018"
"3";"BEIGE";"XL";"1";"03/01/2018"
"6";"BLANCO";"32";"11";"03/01/2018"
"7";"PLOMO";"L";"1";"03/01/2018"
"5";"BLANCO";"M";"14";"03/01/2018"
"11";"VERDE";"L";"2";"03/01/2018"
"6";"NEGRO";"32";"9";"03/01/2018"
"9";"BEIGE";"S";"2";"03/01/2018"
"8";"BEIGE";"L";"3";"03/01/2018"
"9";"NEGRO";"S";"16";"03/01/2018"
"8";"NEGRO";"L";"9";"03/01/2018"
"8";"BEIGE";"XL";"2";"03/01/2018"
"10";"BEIGE";"M";"3";"03/01/2018"
"5";"BLANCO";"S";"8";"03/01/2018"
"10";"ROSA";"M";"1";"03/01/2018"
"7";"BLANCO";"L";"11";"03/01/2018"
"3";"NEGRO";"XL";"11";"03/01/2018"
"5";"NEGRO";"S";"9";"03/01/2018"
"4";"VINO";"XL";"1";"03/01/2018"
"3";"BEIGE";"L";"3";"03/01/2018"
"9";"NEGRO";"S";"17";"03/01/2018"
"4";"VINO";"L";"1";"03/01/2018"
"5";"BEIGE";"M";"2";"03/01/2018"
"10";"ROSA";"M";"2";"03/01/2018"
"11";"BLANCO";"M";"12";"03/01/2018"
"11";"BLANCO";"L";"16";"03/01/2018"
"5";"BLANCO";"M";"14";"03/01/2018"
"8";"BEIGE";"L";"3";"03/01/2018"
"11";"VERDE";"L";"1";"03/01/2018"
"9";"BLANCO";"S";"7";"03/01/2018"
"5";"NEGRO";"M";"8";"03/01/2018"
"12";"NEGRO";"XL";"17";"03/01/2018"
"8";"NEGRO";"L";"12";"03/01/2018"
"9";"NEGRO";"S";"6";"03/01/2018"
"5";"BLANCO";"S";"6";"03/01/2018"
"12";"NEGRO";"XL";"16";"03/01/2018"
"5";"NEGRO";"S";"10";"04/01/2018"
"6";"BLANCO";"34";"18";"04/01/2018"
"11";"DORADO";"L";"17";"04/01/2018"
"5";"BLANCO";"L";"12";"04/01/2018"
"3";"NEGRO";"XL";"17";"04/01/2018"
"5";"NEGRO";"M";"13";"04/01/2018"
"8";"BEIGE";"L";"2";"04/01/2018"
"11";"DORADO";"M";"12";"04/01/2018"
"5";"BEIGE";"S";"1";"04/01/2018"
"11";"VERDE";"M";"2";"04/01/2018"
"9";"BLANCO";"M";"9";"04/01/2018"
"9";"BEIGE";"M";"2";"04/01/2018"
"3";"NEGRO";"XL";"17";"04/01/2018"
"9";"BEIGE";"S";"2";"04/01/2018"
"12";"BLANCO";"L";"17";"04/01/2018"
"3";"NEGRO";"L";"17";"04/01/2018"
"5";"BLANCO";"L";"7";"04/01/2018"
"8";"BEIGE";"XL";"3";"04/01/2018"
"6";"NEGRO";"34";"13";"04/01/2018"
"11";"VERDE";"M";"2";"04/01/2018"
"3";"BEIGE";"L";"2";"04/01/2018"
"10";"BEIGE";"M";"1";"04/01/2018"
"9";"NEGRO";"S";"16";"04/01/2018"
"4";"NEGRO";"XL";"16";"04/01/2018"
"6";"NEGRO";"34";"15";"04/01/2018"
"10";"BEIGE";"L";"3";"04/01/2018"
"12";"NEGRO";"L";"8";"04/01/2018"
"5";"BEIGE";"S";"1";"04/01/2018"
"11";"BLANCO";"L";"16";"04/01/2018"
"12";"BLANCO";"XL";"12";"04/01/2018"
"8";"NEGRO";"L";"17";"04/01/2018"
"3";"BEIGE";"L";"1";"04/01/2018"
"11";"VERDE";"M";"2";"04/01/2018"
"11";"BLANCO";"L";"17";"04/01/2018"
"5";"NEGRO";"L";"15";"04/01/2018"
"8";"NEGRO";"L";"15";"04/01/2018"
"11";"BLANCO";"M";"11";"04/01/2018"
"11";"BLANCO";"M";"13";"04/01/2018"
"9";"BEIGE";"M";"3";"04/01/2018"
"6";"NEGRO";"32";"10";"04/01/2018"
"6";"NEGRO";"32";"9";"04/01/2018"
"5";"BEIGE";"M";"3";"04/01/2018"
"9";"BEIGE";"M";"3";"04/01/2018"
"6";"NEGRO";"32";"18";"04/01/2018"
"7";"BLANCO";"L";"6";"04/01/2018"
"5";"NEGRO";"S";"17";"04/01/2018"
"10";"BEIGE";"M";"3";"04/01/2018"
"4";"NEGRO";"L";"9";"04/01/2018"
"5";"NEGRO";"L";"16";"04/01/2018"
"8";"BEIGE";"XL";"3";"04/01/2018"
"5";"BLANCO";"M";"15";"04/01/2018"
"7";"BLANCO";"M";"16";"04/01/2018"
"6";"NEGRO";"32";"14";"04/01/2018"
"8";"NEGRO";"XL";"14";"04/01/2018"
"4";"VINO";"L";"2";"04/01/2018"
"6";"NEGRO";"32";"9";"04/01/2018"
"5";"BEIGE";"S";"1";"04/01/2018"
"5";"BLANCO";"S";"15";"04/01/2018"
"11";"BLANCO";"M";"10";"04/01/2018"
"11";"DORADO";"L";"9";"04/01/2018"
"5";"NEGRO";"M";"6";"04/01/2018"
"5";"BEIGE";"S";"3";"04/01/2018"
"9";"NEGRO";"M";"14";"04/01/2018"
"6";"NEGRO";"34";"11";"04/01/2018"
"9";"NEGRO";"S";"13";"04/01/2018"
"11";"DORADO";"M";"11";"04/01/2018"
"3";"BEIGE";"L";"1";"05/01/2018"
"8";"BEIGE";"XL";"3";"05/01/2018"
"11";"BLANCO";"M";"9";"05/01/2018"
"7";"PLOMO";"M";"2";"05/01/2018"
"9";"NEGRO";"M";"6";"05/01/2018"
"3";"NEGRO";"XL";"16";"05/01/2018"
"8";"BEIGE";"L";"3";"05/01/2018"
"11";"VERDE";"L";"3";"05/01/2018"
"3";"BEIGE";"XL";"3";"05/01/2018"
"5";"BEIGE";"S";"2";"05/01/2018"
"4";"NEGRO";"XL";"10";"05/01/2018"
"7";"PLOMO";"M";"2";"05/01/2018"
"5";"NEGRO";"L";"9";"05/01/2018"
"5";"BEIGE";"M";"3";"05/01/2018"
"9";"NEGRO";"S";"15";"05/01/2018"
"12";"BLANCO";"XL";"17";"05/01/2018"
"12";"NEGRO";"L";"8";"05/01/2018"
"3";"NEGRO";"L";"17";"05/01/2018"
"4";"NEGRO";"XL";"9";"05/01/2018"
"5";"BEIGE";"S";"3";"05/01/2018"
"3";"NEGRO";"XL";"14";"05/01/2018"
"9";"BEIGE";"S";"1";"05/01/2018"
"11";"VERDE";"L";"2";"05/01/2018"
"11";"DORADO";"L";"14";"05/01/2018"
"5";"BEIGE";"L";"2";"05/01/2018"
"5";"BLANCO";"L";"17";"05/01/2018"
"10";"BEIGE";"M";"2";"05/01/2018"
"11";"BLANCO";"M";"11";"05/01/2018"
"3";"BEIGE";"XL";"3";"05/01/2018"
"9";"NEGRO";"S";"17";"05/01/2018"
"5";"NEGRO";"L";"15";"05/01/2018"
"4";"NEGRO";"L";"11";"05/01/2018"
"12";"BLANCO";"XL";"11";"05/01/2018"
"11";"BLANCO";"M";"7";"05/01/2018"
"12";"BLANCO";"XL";"16";"05/01/2018"
"8";"NEGRO";"L";"15";"05/01/2018"
"9";"BEIGE";"M";"2";"05/01/2018"
"8";"BEIGE";"XL";"3";"05/01/2018"
"5";"BEIGE";"M";"2";"05/01/2018"
"12";"NEGRO";"L";"12";"05/01/2018"
"10";"BEIGE";"L";"3";"05/01/2018"
"10";"ROSA";"M";"3";"05/01/2018"
"12";"NEGRO";"XL";"11";"05/01/2018"
"11";"DORADO";"M";"8";"05/01/2018"
"12";"BLANCO";"L";"16";"05/01/2018"
"4";"VINO";"XL";"2";"05/01/2018"
"6";"NEGRO";"34";"17";"05/01/2018"
"4";"VINO";"XL";"1";"05/01/2018"
"3";"NEGRO";"XL";"12";"05/01/2018"
"12";"BLANCO";"L";"9";"05/01/2018"
"10";"BEIGE";"M";"3";"05/01/2018"
"4";"VINO";"XL";"2";"05/01/2018"
"12";"BLANCO";"XL";"15";"05/01/2018"
"9";"BEIGE";"M";"3";"05/01/2018"
"5";"BEIGE";"S";"2";"05/01/2018"
"3";"BEIGE";"L";"3";"05/01/2018"
"10";"BEIGE";"L";"1";"05/01/2018"
"12";"BLANCO";"XL";"15";"05/01/2018"
"4";"NEGRO";"L";"10";"05/01/2018"
"7";"BLANCO";"L";"10";"05/01/2018"
"4";"VINO";"XL";"1";"05/01/2018"
"6";"BLANCO";"32";"17";"05/01/2018"
"11";"VERDE";"M";"2";"05/01/2018"
"5";"BLANCO";"S";"10";"05/01/2018"
"9";"BEIGE";"M";"1";"05/01/2018"
"7";"PLOMO";"M";"1";"05/01/2018"
"4";"NEGRO";"XL";"12";"05/01/2018"
"3";"BEIGE";"L";"3";"05/01/2018"
"9";"NEGRO";"M";"9";"05/01/2018"
"11";"VERDE";"L";"1";"05/01/2018"
"10";"ROSA";"L";"2";"05/01/2018"
"8";"NEGRO";"XL";"13";"05/01/2018"
"12";"BLANCO";"L";"15";"05/01/2018"
"9";"BEIGE";"S";"1";"06/01/2018"
"9";"BEIGE";"M";"2";"06/01/2018"
"8";"NEGRO";"L";"1";"06/01/2018"
"5";"BLANCO";"L";"2";"06/01/2018"
"6";"NEGRO";"32";"1";"06/01/2018"
"5";"BLANCO";"M";"1";"06/01/2018"
"7";"PLOMO";"L";"1";"06/01/2018"
"11";"VERDE";"M";"3";"06/01/2018"
"4";"VINO";"L";"1";"06/01/2018"
"5";"BLANCO";"M";"3";"06/01/2018"
"4";"VINO";"L";"1";"06/01/2018"
"5";"BLANCO";"M";"1";"06/01/2018"
"12";"NEGRO";"L";"2";"06/01/2018"
"5";"BEIGE";"L";"1";"06/01/2018"
"4";"NEGRO";"L";"3";"06/01/2018"
"11";"DORADO";"L";"2";"06/01/2018"
"12";"BLANCO";"XL";"3";"06/01/2018"
"12";"BLANCO";"L";"3";"06/01/2018"
"3";"NEGRO";"XL";"2";"06/01/2018"
"11";"BLANCO";"L";"2";"06/01/2018"
"5";"BEIGE";"M";"3";"06/01/2018"
"5";"BLANCO";"M";"3";"06/01/2018"
"7";"PLOMO";"M";"1";"06/01/2018"
"8";"NEGRO";"L";"3";"06/01/2018"
"5";"BEIGE";"M";"1";"06/01/2018"
"9";"BEIGE";"M";"3";"06/01/2018"
"9";"NEGRO";"M";"1";"06/01/2018"
"3";"NEGRO";"L";"3";"06/01/2018"
"6";"BLANCO";"32";"1";"06/01/2018"
"9";"BEIGE";"S";"1";"06/01/2018"
"3";"BEIGE";"XL";"1";"06/01/2018"
"11";"DORADO";"L";"1";"06/01/2018"
"11";"DORADO";"L";"1";"06/01/2018"
"3";"NEGRO";"XL";"3";"06/01/2018"
"5";"BEIGE";"L";"2";"06/01/2018"
"5";"BEIGE";"L";"1";"06/01/2018"
"10";"ROSA";"L";"1";"06/01/2018"
"8";"NEGRO";"XL";"1";"06/01/2018"
"12";"BLANCO";"L";"1";"06/01/2018"
"11";"VERDE";"M";"3";"06/01/2018"
"9";"NEGRO";"S";"2";"06/01/2018"
"11";"VERDE";"M";"1";"06/01/2018"
"5";"BEIGE";"L";"2";"06/01/2018"
"3";"BEIGE";"L";"3";"06/01/2018"
"8";"NEGRO";"L";"1";"06/01/2018"
"4";"VINO";"L";"1";"06/01/2018"
"6";"NEGRO";"32";"3";"06/01/2018"
"5";"NEGRO";"M";"1";"06/01/2018"
"6";"BLANCO";"34";"1";"06/01/2018"
"9";"BLANCO";"S";"2";"06/01/2018"
"7";"BLANCO";"L";"2";"06/01/2018"
"5";"NEGRO";"M";"2";"06/01/2018"
"5";"NEGRO";"L";"2";"06/01/2018"
"8";"BEIGE";"XL";"1";"06/01/2018"
"11";"DORADO";"M";"3";"06/01/2018"
"3";"NEGRO";"XL";"2";"06/01/2018"
"11";"BLANCO";"L";"2";"06/01/2018"
"9";"BEIGE";"S";"2";"06/01/2018"
"6";"BLANCO";"34";"1";"06/01/2018"
"11";"BLANCO";"L";"3";"06/01/2018"
"4";"NEGRO";"XL";"1";"06/01/2018"
"3";"BEIGE";"L";"3";"06/01/2018"
"9";"NEGRO";"M";"2";"06/01/2018"
"5";"BLANCO";"M";"2";"06/01/2018"
"7";"BLANCO";"M";"3";"06/01/2018"
"7";"BLANCO";"L";"2";"06/01/2018"
"7";"PLOMO";"L";"1";"06/01/2018"
"7";"PLOMO";"M";"2";"06/01/2018"
"4";"NEGRO";"L";"3";"06/01/2018"
"9";"NEGRO";"S";"1";"06/01/2018"
"6";"BLANCO";"34";"2";"06/01/2018"
"5";"NEGRO";"L";"2";"06/01/2018"
"10";"BEIGE";"M";"2";"06/01/2018"
"12";"BLANCO";"XL";"1";"06/01/2018"
"5";"BLANCO";"L";"3";"06/01/2018"
"9";"BEIGE";"M";"3";"06/01/2018"
"10";"ROSA";"M";"2";"06/01/2018"
"5";"BLANCO";"L";"1";"06/01/2018"
"5";"NEGRO";"S";"1";"06/01/2018"
"5";"BLANCO";"S";"2";"06/01/2018"
"7";"PLOMO";"M";"3";"06/01/2018"
"9";"BEIGE";"M";"3";"06/01/2018"
"10";"BEIGE";"L";"2";"06/01/2018"
"4";"NEGRO";"XL";"2";"06/01/2018"
"11";"BLANCO";"M";"3";"06/01/2018"
"10";"BEIGE";"L";"3";"06/01/2018"
"4";"NEGRO";"XL";"1";"06/01/2018"
"4";"NEGRO";"XL";"2";"07/01/2018"
"8";"BEIGE";"L";"3";"07/01/2018"
"7";"PLOMO";"M";"2";"07/01/2018"
"5";"NEGRO";"M";"1";"07/01/2018"
"11";"BLANCO";"L";"2";"07/01/2018"
"6";"BLANCO";"34";"2";"07/01/2018"
"9";"BEIGE";"M";"1";"07/01/2018"
"4";"VINO";"L";"1";"07/01/2018"
"8";"NEGRO";"XL";"1";"07/01/2018"
"12";"BLANCO";"XL";"3";"07/01/2018"
"9";"BEIGE";"M";"2";"07/01/2018"
"7";"BLANCO";"L";"3";"07/01/2018"
"6";"NEGRO";"34";"3";"07/01/2018"
"5";"BLANCO";"M";"1";"07/01/2018"
"12";"BLANCO";"XL";"1";"07/01/2018"
"8";"BEIGE";"L";"2";"07/01/2018"
"10";"BEIGE";"L";"1";"07/01/2018"
"11";"VERDE";"M";"3";"07/01/2018"
"9";"BEIGE";"S";"3";"07/01/2018"
"3";"NEGRO";"XL";"3";"07/01/2018"
"6";"BLANCO";"34";"2";"07/01/2018"
"9";"BEIGE";"S";"1";"07/01/2018"
"10";"BEIGE";"M";"2";"07/01/2018"
"8";"BEIGE";"L";"1";"07/01/2018"
"6";"BLANCO";"32";"1";"07/01/2018"
"6";"NEGRO";"34";"2";"07/01/2018"
"5";"BEIGE";"M";"2";"07/01/2018"
"8";"BEIGE";"XL";"1";"07/01/2018"
"12";"BLANCO";"L";"1";"07/01/2018"
"6";"NEGRO";"32";"1";"07/01/2018"
"5";"BEIGE";"S";"3";"07/01/2018"
"11";"BLANCO";"L";"1";"07/01/2018"
"3";"NEGRO";"XL";"1";"07/01/2018"
"8";"NEGRO";"XL";"2";"07/01/2018"
"9";"NEGRO";"S";"2";"07/01/2018"
"5";"BEIGE";"M";"2";"07/01/2018"
"11";"BLANCO";"L";"1";"07/01/2018"
"10";"BEIGE";"M";"1";"07/01/2018"
"9";"BEIGE";"M";"2";"07/01/2018"
"11";"BLANCO";"L";"3";"07/01/2018"
"11";"BLANCO";"M";"2";"07/01/2018"
"5";"BEIGE";"M";"2";"07/01/2018"
"5";"BEIGE";"S";"1";"07/01/2018"
"5";"BLANCO";"S";"3";"07/01/2018"
"9";"NEGRO";"S";"2";"07/01/2018"
"9";"BEIGE";"M";"2";"07/01/2018"
"6";"BLANCO";"34";"2";"07/01/2018"
"12";"NEGRO";"XL";"1";"07/01/2018"
"10";"BEIGE";"L";"1";"07/01/2018"
"11";"VERDE";"M";"2";"07/01/2018"
"8";"BEIGE";"L";"2";"07/01/2018"
"8";"BEIGE";"L";"3";"07/01/2018"
"5";"NEGRO";"S";"1";"07/01/2018"
"12";"NEGRO";"XL";"2";"07/01/2018"
"6";"BLANCO";"32";"3";"07/01/2018"
"11";"DORADO";"L";"3";"07/01/2018"
"3";"NEGRO";"L";"2";"07/01/2018"
"12";"BLANCO";"XL";"3";"07/01/2018"
"11";"VERDE";"L";"3";"07/01/2018"
"11";"DORADO";"L";"3";"07/01/2018"
"5";"NEGRO";"S";"3";"07/01/2018"
"7";"PLOMO";"M";"1";"07/01/2018"
"3";"BEIGE";"XL";"3";"07/01/2018"
"12";"NEGRO";"L";"2";"07/01/2018"
"7";"BLANCO";"M";"3";"07/01/2018"
"4";"VINO";"XL";"1";"07/01/2018"
"4";"VINO";"XL";"1";"07/01/2018"
"8";"BEIGE";"XL";"2";"07/01/2018"
"4";"VINO";"XL";"1";"07/01/2018"
"7";"PLOMO";"M";"3";"07/01/2018"
"12";"BLANCO";"XL";"3";"07/01/2018"
"6";"BLANCO";"34";"3";"07/01/2018"
"4";"NEGRO";"L";"3";"07/01/2018"
"5";"NEGRO";"S";"3";"07/01/2018"
"10";"ROSA";"M";"3";"07/01/2018"
"10";"BEIGE";"M";"1";"07/01/2018"
"5";"BEIGE";"S";"2";"07/01/2018"
"9";"BLANCO";"S";"3";"07/01/2018"
"7";"BLANCO";"M";"1";"07/01/2018"
"5";"NEGRO";"L";"3";"08/01/2018"
"5";"NEGRO";"M";"3";"08/01/2018"
"3";"BEIGE";"L";"3";"08/01/2018"
"5";"NEGRO";"L";"2";"08/01/2018"
"7";"PLOMO";"M";"2";"08/01/2018"
"8";"BEIGE";"L";"3";"08/01/2018"
"12";"BLANCO";"XL";"2";"08/01/2018"
"5";"NEGRO";"S";"1";"08/01/2018"
"7";"BLANCO";"L";"3";"08/01/2018"
"7";"PLOMO";"L";"1";"08/01/2018"
"5";"NEGRO";"S";"1";"08/01/2018"
"8";"NEGRO";"XL";"3";"08/01/2018"
"4";"NEGRO";"XL";"1";"08/01/2018"
"8";"NEGRO";"L";"2";"08/01/2018"
"4";"VINO";"L";"2";"08/01/2018"
"11";"VERDE";"L";"1";"08/01/2018"
"9";"NEGRO";"S";"1";"08/01/2018"
"7";"BLANCO";"L";"3";"08/01/2018"
"5";"BLANCO";"S";"2";"08/01/2018"
"12";"NEGRO";"XL";"2";"08/01/2018"
"5";"BLANCO";"M";"3";"08/01/2018"
"6";"NEGRO";"32";"1";"08/01/2018"
"7";"BLANCO";"M";"1";"08/01/2018"
"9";"BEIGE";"M";"1";"08/01/2018"
"10";"ROSA";"M";"1";"08/01/2018"
"9";"BLANCO";"S";"2";"08/01/2018"
"4";"VINO";"L";"2";"08/01/2018"
"5";"BEIGE";"L";"3";"08/01/2018"
"8";"NEGRO";"L";"2";"08/01/2018"
